ntt_per_tt_loss,student_growth_rate,replacement_rate,year,assistant,associate,full,ntt,total_faculty,total_students,student_ntt_ratio,student_faculty_ratio
15.4,-0.01,0,2025,247,378,493,566,1684,27510,48.615,16.336
15.4,-0.01,0,2026,199,374,485,711,1769,27235,38.295,15.4
15.4,-0.01,0,2027,159,365,476,751,1751,26963,35.903,15.4
15.4,-0.01,0,2028,126,352,467,788,1733,26693,33.876,15.4
15.4,-0.01,0,2029,100,335,458,822,1716,26426,32.132,15.4
15.4,-0.01,0,2030,80,317,448,855,1699,26162,30.612,15.4
15.4,-0.01,0,2031,63,297,437,885,1682,25900,29.274,15.4
15.4,-0.01,0,2032,50,276,426,913,1665,25641,28.085,15.4
15.4,-0.01,0,2033,40,256,413,939,1648,25385,27.022,15.4
15.4,-0.01,0,2034,31,236,400,964,1632,25131,26.065,15.4
15.4,-0.01,0,2035,25,217,387,987,1616,24880,25.2,15.4
15.9,-0.01,0,2025,247,378,493,566,1684,27510,48.615,16.336
15.9,-0.01,0,2026,199,374,485,689,1746,27235,39.538,15.597
15.9,-0.01,0,2027,159,365,476,727,1727,26963,37.068,15.611
15.9,-0.01,0,2028,126,352,467,763,1709,26693,34.976,15.623
15.9,-0.01,0,2029,100,335,458,797,1690,26426,33.175,15.636
15.9,-0.01,0,2030,80,317,448,828,1672,26162,31.606,15.648
15.9,-0.01,0,2031,63,297,437,857,1654,25900,30.224,15.659
15.9,-0.01,0,2032,50,276,426,884,1636,25641,28.997,15.67
15.9,-0.01,0,2033,40,256,413,910,1619,25385,27.899,15.681
15.9,-0.01,0,2034,31,236,400,934,1602,25131,26.912,15.692
15.9,-0.01,0,2035,25,217,387,956,1585,24880,26.019,15.702
16.4,-0.01,0,2025,247,378,493,566,1684,27510,48.615,16.336
16.4,-0.01,0,2026,199,374,485,668,1725,27235,40.782,15.787
16.4,-0.01,0,2027,159,365,476,705,1705,26963,38.234,15.814
16.4,-0.01,0,2028,126,352,467,740,1685,26693,36.076,15.839
16.4,-0.01,0,2029,100,335,458,772,1666,26426,34.218,15.864
16.4,-0.01,0,2030,80,317,448,803,1647,26162,32.6,15.887
16.4,-0.01,0,2031,63,297,437,831,1628,25900,31.175,15.91
16.4,-0.01,0,2032,50,276,426,857,1609,25641,29.909,15.933
16.4,-0.01,0,2033,40,256,413,882,1591,25385,28.777,15.954
16.4,-0.01,0,2034,31,236,400,905,1573,25131,27.758,15.976
16.4,-0.01,0,2035,25,217,387,927,1555,24880,26.837,15.996
16.9,-0.01,0,2025,247,378,493,566,1684,27510,48.615,16.336
16.9,-0.01,0,2026,199,374,485,648,1705,27235,42.025,15.97
16.9,-0.01,0,2027,159,365,476,684,1684,26963,39.4,16.01
16.9,-0.01,0,2028,126,352,467,718,1663,26693,37.176,16.048
16.9,-0.01,0,2029,100,335,458,749,1643,26426,35.262,16.084
16.9,-0.01,0,2030,80,317,448,779,1623,26162,33.593,16.12
16.9,-0.01,0,2031,63,297,437,806,1603,25900,32.125,16.154
16.9,-0.01,0,2032,50,276,426,832,1584,25641,30.821,16.188
16.9,-0.01,0,2033,40,256,413,856,1565,25385,29.654,16.22
16.9,-0.01,0,2034,31,236,400,879,1546,25131,28.604,16.252
16.9,-0.01,0,2035,25,217,387,900,1528,24880,27.655,16.283
17.4,-0.01,0,2025,247,378,493,566,1684,27510,48.615,16.336
17.4,-0.01,0,2026,199,374,485,629,1687,27235,43.269,16.146
17.4,-0.01,0,2027,159,365,476,665,1665,26963,40.565,16.199
17.4,-0.01,0,2028,126,352,467,697,1643,26693,38.275,16.249
17.4,-0.01,0,2029,100,335,458,728,1621,26426,36.305,16.298
17.4,-0.01,0,2030,80,317,448,756,1601,26162,34.587,16.345
17.4,-0.01,0,2031,63,297,437,783,1580,25900,33.076,16.391
17.4,-0.01,0,2032,50,276,426,808,1560,25641,31.733,16.436
17.4,-0.01,0,2033,40,256,413,831,1540,25385,30.531,16.48
17.4,-0.01,0,2034,31,236,400,853,1521,25131,29.451,16.522
17.4,-0.01,0,2035,25,217,387,874,1502,24880,28.473,16.563
17.9,-0.01,0,2025,247,378,493,566,1684,27510,48.615,16.336
17.9,-0.01,0,2026,199,374,485,612,1669,27235,44.512,16.316
17.9,-0.01,0,2027,159,365,476,646,1646,26963,41.731,16.381
17.9,-0.01,0,2028,126,352,467,678,1623,26693,39.375,16.444
17.9,-0.01,0,2029,100,335,458,708,1601,26426,37.348,16.505
17.9,-0.01,0,2030,80,317,448,735,1579,26162,35.581,16.564
17.9,-0.01,0,2031,63,297,437,761,1558,25900,34.026,16.621
17.9,-0.01,0,2032,50,276,426,785,1537,25641,32.645,16.677
17.9,-0.01,0,2033,40,256,413,808,1517,25385,31.409,16.732
17.9,-0.01,0,2034,31,236,400,829,1497,25131,30.297,16.785
17.9,-0.01,0,2035,25,217,387,849,1478,24880,29.291,16.837
15.4,-0.005,0,2025,247,378,493,566,1684,27510,48.615,16.336
15.4,-0.005,0,2026,199,374,485,720,1777,27372,38.012,15.4
15.4,-0.005,0,2027,159,365,476,769,1769,27235,35.432,15.4
15.4,-0.005,0,2028,126,352,467,814,1760,27099,33.278,15.4
15.4,-0.005,0,2029,100,335,458,857,1751,26964,31.45,15.4
15.4,-0.005,0,2030,80,317,448,898,1742,26829,29.878,15.4
15.4,-0.005,0,2031,63,297,437,936,1733,26695,28.509,15.4
15.4,-0.005,0,2032,50,276,426,973,1725,26562,27.306,15.4
15.4,-0.005,0,2033,40,256,413,1007,1716,26429,26.24,15.4
15.4,-0.005,0,2034,31,236,400,1040,1708,26297,25.289,15.4
15.4,-0.005,0,2035,25,217,387,1071,1699,26166,24.436,15.4
15.9,-0.005,0,2025,247,378,493,566,1684,27510,48.615,16.336
15.9,-0.005,0,2026,199,374,485,697,1755,27372,39.246,15.599
15.9,-0.005,0,2027,159,365,476,744,1744,27235,36.582,15.613
15.9,-0.005,0,2028,126,352,467,789,1734,27099,34.358,15.627
15.9,-0.005,0,2029,100,335,458,830,1724,26964,32.471,15.641
15.9,-0.005,0,2030,80,317,448,870,1714,26829,30.848,15.654
15.9,-0.005,0,2031,63,297,437,907,1704,26695,29.435,15.666
15.9,-0.005,0,2032,50,276,426,942,1694,26562,28.192,15.678
15.9,-0.005,0,2033,40,256,413,976,1684,26429,27.092,15.69
15.9,-0.005,0,2034,31,236,400,1007,1675,26297,26.11,15.701
15.9,-0.005,0,2035,25,217,387,1037,1665,26166,25.229,15.711
16.4,-0.005,0,2025,247,378,493,566,1684,27510,48.615,16.336
16.4,-0.005,0,2026,199,374,485,676,1733,27372,40.481,15.79
16.4,-0.005,0,2027,159,365,476,722,1722,27235,37.732,15.819
16.4,-0.005,0,2028,126,352,467,765,1710,27099,35.439,15.847
16.4,-0.005,0,2029,100,335,458,805,1699,26964,33.492,15.874
16.4,-0.005,0,2030,80,317,448,843,1687,26829,31.818,15.9
16.4,-0.005,0,2031,63,297,437,879,1676,26695,30.36,15.925
16.4,-0.005,0,2032,50,276,426,913,1665,26562,29.079,15.948
16.4,-0.005,0,2033,40,256,413,946,1655,26429,27.944,15.972
16.4,-0.005,0,2034,31,236,400,976,1644,26297,26.931,15.994
16.4,-0.005,0,2035,25,217,387,1006,1634,26166,26.023,16.015
16.9,-0.005,0,2025,247,378,493,566,1684,27510,48.615,16.336
16.9,-0.005,0,2026,199,374,485,656,1713,27372,41.715,15.974
16.9,-0.005,0,2027,159,365,476,700,1700,27235,38.883,16.018
16.9,-0.005,0,2028,126,352,467,742,1687,27099,36.519,16.06
16.9,-0.005,0,2029,100,335,458,781,1675,26964,34.513,16.1
16.9,-0.005,0,2030,80,317,448,818,1662,26829,32.788,16.138
16.9,-0.005,0,2031,63,297,437,853,1650,26695,31.286,16.176
16.9,-0.005,0,2032,50,276,426,886,1638,26562,29.965,16.212
16.9,-0.005,0,2033,40,256,413,918,1627,26429,28.795,16.246
16.9,-0.005,0,2034,31,236,400,948,1615,26297,27.752,16.28
16.9,-0.005,0,2035,25,217,387,976,1604,26166,26.816,16.312
17.4,-0.005,0,2025,247,378,493,566,1684,27510,48.615,16.336
17.4,-0.005,0,2026,199,374,485,637,1695,27372,42.949,16.152
17.4,-0.005,0,2027,159,365,476,680,1680,27235,40.033,16.21
17.4,-0.005,0,2028,126,352,467,721,1666,27099,37.6,16.265
17.4,-0.005,0,2029,100,335,458,759,1652,26964,35.535,16.318
17.4,-0.005,0,2030,80,317,448,795,1639,26829,33.758,16.37
17.4,-0.005,0,2031,63,297,437,829,1626,26695,32.212,16.419
17.4,-0.005,0,2032,50,276,426,861,1613,26562,30.852,16.468
17.4,-0.005,0,2033,40,256,413,891,1600,26429,29.647,16.514
17.4,-0.005,0,2034,31,236,400,920,1588,26297,28.573,16.559
17.4,-0.005,0,2035,25,217,387,948,1576,26166,27.61,16.603
17.9,-0.005,0,2025,247,378,493,566,1684,27510,48.615,16.336
17.9,-0.005,0,2026,199,374,485,620,1677,27372,44.183,16.324
17.9,-0.005,0,2027,159,365,476,661,1661,27235,41.183,16.395
17.9,-0.005,0,2028,126,352,467,701,1646,27099,38.68,16.464
17.9,-0.005,0,2029,100,335,458,738,1631,26964,36.556,16.531
17.9,-0.005,0,2030,80,317,448,773,1617,26829,34.728,16.595
17.9,-0.005,0,2031,63,297,437,806,1603,26695,33.137,16.657
17.9,-0.005,0,2032,50,276,426,837,1589,26562,31.738,16.717
17.9,-0.005,0,2033,40,256,413,867,1575,26429,30.499,16.775
17.9,-0.005,0,2034,31,236,400,895,1562,26297,29.394,16.832
17.9,-0.005,0,2035,25,217,387,921,1550,26166,28.403,16.886
15.4,0,0,2025,247,378,493,566,1684,27510,48.615,16.336
15.4,0,0,2026,199,374,485,729,1786,27510,37.734,15.4
15.4,0,0,2027,159,365,476,787,1786,27510,34.977,15.4
15.4,0,0,2028,126,352,467,841,1786,27510,32.711,15.4
15.4,0,0,2029,100,335,458,893,1786,27510,30.813,15.4
15.4,0,0,2030,80,317,448,942,1786,27510,29.199,15.4
15.4,0,0,2031,63,297,437,989,1786,27510,27.808,15.4
15.4,0,0,2032,50,276,426,1034,1786,27510,26.597,15.4
15.4,0,0,2033,40,256,413,1077,1786,27510,25.533,15.4
15.4,0,0,2034,31,236,400,1119,1786,27510,24.593,15.4
15.4,0,0,2035,25,217,387,1158,1786,27510,23.755,15.4
15.9,0,0,2025,247,378,493,566,1684,27510,48.615,16.336
15.9,0,0,2026,199,374,485,706,1763,27510,38.959,15.6
15.9,0,0,2027,159,365,476,762,1762,27510,36.112,15.616
15.9,0,0,2028,126,352,467,815,1760,27510,33.773,15.631
15.9,0,0,2029,100,335,458,865,1758,27510,31.813,15.646
15.9,0,0,2030,80,317,448,913,1757,27510,30.147,15.66
15.9,0,0,2031,63,297,437,958,1755,27510,28.711,15.673
15.9,0,0,2032,50,276,426,1002,1754,27510,27.46,15.686
15.9,0,0,2033,40,256,413,1044,1752,27510,26.362,15.698
15.9,0,0,2034,31,236,400,1083,1751,27510,25.391,15.709
15.9,0,0,2035,25,217,387,1122,1750,27510,24.526,15.72
16.4,0,0,2025,247,378,493,566,1684,27510,48.615,16.336
16.4,0,0,2026,199,374,485,685,1742,27510,40.185,15.793
16.4,0,0,2027,159,365,476,739,1738,27510,37.248,15.825
16.4,0,0,2028,126,352,467,790,1735,27510,34.835,15.855
16.4,0,0,2029,100,335,458,838,1732,27510,32.814,15.884
16.4,0,0,2030,80,317,448,885,1729,27510,31.095,15.912
16.4,0,0,2031,63,297,437,929,1726,27510,29.614,15.938
16.4,0,0,2032,50,276,426,971,1723,27510,28.324,15.964
16.4,0,0,2033,40,256,413,1012,1721,27510,27.191,15.988
16.4,0,0,2034,31,236,400,1050,1718,27510,26.189,16.011
16.4,0,0,2035,25,217,387,1087,1716,27510,25.298,16.034
16.9,0,0,2025,247,378,493,566,1684,27510,48.615,16.336
16.9,0,0,2026,199,374,485,664,1722,27510,41.41,15.979
16.9,0,0,2027,159,365,476,717,1717,27510,38.384,16.026
16.9,0,0,2028,126,352,467,766,1712,27510,35.897,16.072
16.9,0,0,2029,100,335,458,814,1707,27510,33.814,16.115
16.9,0,0,2030,80,317,448,859,1703,27510,32.043,16.156
16.9,0,0,2031,63,297,437,901,1699,27510,30.516,16.196
16.9,0,0,2032,50,276,426,943,1695,27510,29.188,16.234
16.9,0,0,2033,40,256,413,982,1691,27510,28.02,16.271
16.9,0,0,2034,31,236,400,1019,1687,27510,26.988,16.306
16.9,0,0,2035,25,217,387,1055,1684,27510,26.069,16.34
17.4,0,0,2025,247,378,493,566,1684,27510,48.615,16.336
17.4,0,0,2026,199,374,485,645,1703,27510,42.635,16.158
17.4,0,0,2027,159,365,476,696,1696,27510,39.519,16.221
17.4,0,0,2028,126,352,467,744,1690,27510,36.959,16.281
17.4,0,0,2029,100,335,458,790,1684,27510,34.814,16.339
17.4,0,0,2030,80,317,448,834,1678,27510,32.991,16.394
17.4,0,0,2031,63,297,437,876,1673,27510,31.419,16.447
17.4,0,0,2032,50,276,426,915,1667,27510,30.051,16.498
17.4,0,0,2033,40,256,413,954,1663,27510,28.849,16.547
17.4,0,0,2034,31,236,400,990,1658,27510,27.786,16.594
17.4,0,0,2035,25,217,387,1025,1653,27510,26.84,16.64
17.9,0,0,2025,247,378,493,566,1684,27510,48.615,16.336
17.9,0,0,2026,199,374,485,627,1685,27510,43.86,16.331
17.9,0,0,2027,159,365,476,677,1677,27510,40.655,16.409
17.9,0,0,2028,126,352,467,724,1669,27510,38.021,16.484
17.9,0,0,2029,100,335,458,768,1662,27510,35.815,16.556
17.9,0,0,2030,80,317,448,811,1655,27510,33.939,16.625
17.9,0,0,2031,63,297,437,851,1648,27510,32.322,16.691
17.9,0,0,2032,50,276,426,890,1642,27510,30.915,16.755
17.9,0,0,2033,40,256,413,927,1636,27510,29.678,16.817
17.9,0,0,2034,31,236,400,962,1630,27510,28.585,16.876
17.9,0,0,2035,25,217,387,996,1625,27510,27.611,16.933
15.4,0.005,0,2025,247,378,493,566,1684,27510,48.615,16.336
15.4,0.005,0,2026,199,374,485,738,1795,27648,37.463,15.4
15.4,0.005,0,2027,159,365,476,804,1804,27786,34.541,15.4
15.4,0.005,0,2028,126,352,467,868,1813,27925,32.173,15.4
15.4,0.005,0,2029,100,335,458,929,1822,28065,30.215,15.4
15.4,0.005,0,2030,80,317,448,987,1831,28205,28.568,15.4
15.4,0.005,0,2031,63,297,437,1044,1841,28346,27.162,15.4
15.4,0.005,0,2032,50,276,426,1098,1850,28488,25.949,15.4
15.4,0.005,0,2033,40,256,413,1150,1859,28630,24.893,15.4
15.4,0.005,0,2034,31,236,400,1201,1868,28773,23.965,15.4
15.4,0.005,0,2035,25,217,387,1249,1878,28917,23.144,15.4
15.9,0.005,0,2025,247,378,493,566,1684,27510,48.615,16.336
15.9,0.005,0,2026,199,374,485,715,1772,27648,38.679,15.602
15.9,0.005,0,2027,159,365,476,779,1779,27786,35.662,15.619
15.9,0.005,0,2028,126,352,467,841,1786,27925,33.218,15.635
15.9,0.005,0,2029,100,335,458,900,1793,28065,31.196,15.651
15.9,0.005,0,2030,80,317,448,956,1800,28205,29.495,15.666
15.9,0.005,0,2031,63,297,437,1011,1808,28346,28.044,15.68
15.9,0.005,0,2032,50,276,426,1063,1815,28488,26.792,15.693
15.9,0.005,0,2033,40,256,413,1114,1823,28630,25.701,15.706
15.9,0.005,0,2034,31,236,400,1163,1831,28773,24.743,15.718
15.9,0.005,0,2035,25,217,387,1210,1838,28917,23.896,15.729
16.4,0.005,0,2025,247,378,493,566,1684,27510,48.615,16.336
16.4,0.005,0,2026,199,374,485,693,1750,27648,39.896,15.796
16.4,0.005,0,2027,159,365,476,755,1755,27786,36.783,15.83
16.4,0.005,0,2028,126,352,467,815,1760,27925,34.262,15.863
16.4,0.005,0,2029,100,335,458,872,1766,28065,32.177,15.894
16.4,0.005,0,2030,80,317,448,927,1771,28205,30.423,15.923
16.4,0.005,0,2031,63,297,437,980,1777,28346,28.926,15.951
16.4,0.005,0,2032,50,276,426,1031,1783,28488,27.634,15.978
16.4,0.005,0,2033,40,256,413,1080,1789,28630,26.509,16.004
16.4,0.005,0,2034,31,236,400,1127,1795,28773,25.521,16.028
16.4,0.005,0,2035,25,217,387,1173,1802,28917,24.647,16.051
16.9,0.005,0,2025,247,378,493,566,1684,27510,48.615,16.336
16.9,0.005,0,2026,199,374,485,673,1730,27648,41.112,15.983
16.9,0.005,0,2027,159,365,476,733,1733,27786,37.905,16.035
16.9,0.005,0,2028,126,352,467,791,1736,27925,35.307,16.083
16.9,0.005,0,2029,100,335,458,846,1740,28065,33.158,16.13
16.9,0.005,0,2030,80,317,448,900,1744,28205,31.35,16.174
16.9,0.005,0,2031,63,297,437,951,1748,28346,29.808,16.216
16.9,0.005,0,2032,50,276,426,1000,1752,28488,28.477,16.256
16.9,0.005,0,2033,40,256,413,1048,1757,28630,27.317,16.295
16.9,0.005,0,2034,31,236,400,1094,1762,28773,26.299,16.331
16.9,0.005,0,2035,25,217,387,1139,1767,28917,25.398,16.367
17.4,0.005,0,2025,247,378,493,566,1684,27510,48.615,16.336
17.4,0.005,0,2026,199,374,485,653,1710,27648,42.329,16.164
17.4,0.005,0,2027,159,365,476,712,1712,27786,39.026,16.232
17.4,0.005,0,2028,126,352,467,768,1714,27925,36.351,16.297
17.4,0.005,0,2029,100,335,458,822,1716,28065,34.139,16.358
17.4,0.005,0,2030,80,317,448,874,1718,28205,32.278,16.417
17.4,0.005,0,2031,63,297,437,924,1721,28346,30.69,16.474
17.4,0.005,0,2032,50,276,426,972,1724,28488,29.319,16.527
17.4,0.005,0,2033,40,256,413,1018,1727,28630,28.125,16.579
17.4,0.005,0,2034,31,236,400,1063,1730,28773,27.077,16.628
17.4,0.005,0,2035,25,217,387,1106,1734,28917,26.15,16.675
17.9,0.005,0,2025,247,378,493,566,1684,27510,48.615,16.336
17.9,0.005,0,2026,199,374,485,635,1692,27648,43.545,16.338
17.9,0.005,0,2027,159,365,476,692,1692,27786,40.148,16.423
17.9,0.005,0,2028,126,352,467,747,1692,27925,37.396,16.503
17.9,0.005,0,2029,100,335,458,799,1693,28065,35.12,16.58
17.9,0.005,0,2030,80,317,448,849,1694,28205,33.205,16.654
17.9,0.005,0,2031,63,297,437,898,1695,28346,31.572,16.724
17.9,0.005,0,2032,50,276,426,945,1697,28488,30.162,16.792
17.9,0.005,0,2033,40,256,413,990,1698,28630,28.934,16.856
17.9,0.005,0,2034,31,236,400,1033,1701,28773,27.855,16.918
17.9,0.005,0,2035,25,217,387,1075,1703,28917,26.901,16.978
15.4,0.01,0,2025,247,378,493,566,1684,27510,48.615,16.336
15.4,0.01,0,2026,199,374,485,747,1804,27785,37.2,15.4
15.4,0.01,0,2027,159,365,476,822,1822,28063,34.122,15.4
15.4,0.01,0,2028,126,352,467,895,1841,28344,31.663,15.4
15.4,0.01,0,2029,100,335,458,965,1859,28627,29.655,15.4
15.4,0.01,0,2030,80,317,448,1033,1877,28913,27.982,15.4
15.4,0.01,0,2031,63,297,437,1099,1896,29202,26.568,15.4
15.4,0.01,0,2032,50,276,426,1163,1915,29494,25.357,15.4
15.4,0.01,0,2033,40,256,413,1225,1934,29789,24.31,15.4
15.4,0.01,0,2034,31,236,400,1286,1954,30087,23.396,15.4
15.4,0.01,0,2035,25,217,387,1345,1973,30388,22.594,15.4
15.9,0.01,0,2025,247,378,493,566,1684,27510,48.615,16.336
15.9,0.01,0,2026,199,374,485,723,1781,27785,38.408,15.603
15.9,0.01,0,2027,159,365,476,797,1796,28063,35.23,15.622
15.9,0.01,0,2028,126,352,467,867,1812,28344,32.691,15.639
15.9,0.01,0,2029,100,335,458,935,1829,28627,30.617,15.656
15.9,0.01,0,2030,80,317,448,1001,1845,28913,28.89,15.671
15.9,0.01,0,2031,63,297,437,1065,1862,29202,27.43,15.686
15.9,0.01,0,2032,50,276,426,1127,1879,29494,26.18,15.7
15.9,0.01,0,2033,40,256,413,1187,1896,29789,25.099,15.713
15.9,0.01,0,2034,31,236,400,1246,1913,30087,24.156,15.725
15.9,0.01,0,2035,25,217,387,1303,1931,30388,23.328,15.737
16.4,0.01,0,2025,247,378,493,566,1684,27510,48.615,16.336
16.4,0.01,0,2026,199,374,485,701,1759,27785,39.616,15.799
16.4,0.01,0,2027,159,365,476,772,1772,28063,36.338,15.836
16.4,0.01,0,2028,126,352,467,841,1786,28344,33.719,15.871
16.4,0.01,0,2029,100,335,458,906,1800,28627,31.58,15.904
16.4,0.01,0,2030,80,317,448,970,1814,28913,29.799,15.935
16.4,0.01,0,2031,63,297,437,1032,1829,29202,28.293,15.964
16.4,0.01,0,2032,50,276,426,1092,1844,29494,27.003,15.992
16.4,0.01,0,2033,40,256,413,1151,1860,29789,25.888,16.019
16.4,0.01,0,2034,31,236,400,1208,1875,30087,24.916,16.044
16.4,0.01,0,2035,25,217,387,1263,1891,30388,24.061,16.068
16.9,0.01,0,2025,247,378,493,566,1684,27510,48.615,16.336
16.9,0.01,0,2026,199,374,485,681,1738,27785,40.824,15.987
16.9,0.01,0,2027,159,365,476,749,1749,28063,37.446,16.043
16.9,0.01,0,2028,126,352,467,816,1761,28344,34.747,16.095
16.9,0.01,0,2029,100,335,458,880,1773,28627,32.543,16.144
16.9,0.01,0,2030,80,317,448,942,1786,28913,30.707,16.191
16.9,0.01,0,2031,63,297,437,1002,1799,29202,29.155,16.235
16.9,0.01,0,2032,50,276,426,1060,1812,29494,27.827,16.277
16.9,0.01,0,2033,40,256,413,1117,1826,29789,26.677,16.317
16.9,0.01,0,2034,31,236,400,1172,1840,30087,25.675,16.356
16.9,0.01,0,2035,25,217,387,1226,1854,30388,24.795,16.392
17.4,0.01,0,2025,247,378,493,566,1684,27510,48.615,16.336
17.4,0.01,0,2026,199,374,485,661,1718,27785,42.032,16.169
17.4,0.01,0,2027,159,365,476,728,1728,28063,38.553,16.243
17.4,0.01,0,2028,126,352,467,792,1738,28344,35.775,16.312
17.4,0.01,0,2029,100,335,458,854,1748,28627,33.506,16.378
17.4,0.01,0,2030,80,317,448,915,1759,28913,31.616,16.44
17.4,0.01,0,2031,63,297,437,973,1770,29202,30.018,16.499
17.4,0.01,0,2032,50,276,426,1029,1781,29494,28.65,16.556
17.4,0.01,0,2033,40,256,413,1085,1794,29789,27.467,16.609
17.4,0.01,0,2034,31,236,400,1138,1806,30087,26.435,16.66
17.4,0.01,0,2035,25,217,387,1190,1819,30388,25.528,16.709
17.9,0.01,0,2025,247,378,493,566,1684,27510,48.615,16.336
17.9,0.01,0,2026,199,374,485,643,1700,27785,43.239,16.345
17.9,0.01,0,2027,159,365,476,708,1707,28063,39.661,16.436
17.9,0.01,0,2028,126,352,467,770,1715,28344,36.803,16.522
17.9,0.01,0,2029,100,335,458,831,1724,28627,34.469,16.604
17.9,0.01,0,2030,80,317,448,889,1733,28913,32.524,16.682
17.9,0.01,0,2031,63,297,437,946,1743,29202,30.88,16.757
17.9,0.01,0,2032,50,276,426,1001,1753,29494,29.473,16.827
17.9,0.01,0,2033,40,256,413,1054,1763,29789,28.256,16.895
17.9,0.01,0,2034,31,236,400,1106,1774,30087,27.194,16.959
17.9,0.01,0,2035,25,217,387,1157,1785,30388,26.262,17.02
15.4,0.015,0,2025,247,378,493,566,1684,27510,48.615,16.336
15.4,0.015,0,2026,199,374,485,756,1813,27923,36.942,15.4
15.4,0.015,0,2027,159,365,476,841,1840,28342,33.718,15.4
15.4,0.015,0,2028,126,352,467,923,1868,28767,31.179,15.4
15.4,0.015,0,2029,100,335,458,1002,1896,29199,29.127,15.4
15.4,0.015,0,2030,80,317,448,1080,1924,29637,27.434,15.4
15.4,0.015,0,2031,63,297,437,1156,1953,30082,26.016,15.4
15.4,0.015,0,2032,50,276,426,1231,1983,30533,24.811,15.4
15.4,0.015,0,2033,40,256,413,1303,2012,30991,23.776,15.4
15.4,0.015,0,2034,31,236,400,1375,2043,31456,22.879,15.4
15.4,0.015,0,2035,25,217,387,1445,2073,31928,22.096,15.4
15.9,0.015,0,2025,247,378,493,566,1684,27510,48.615,16.336
15.9,0.015,0,2026,199,374,485,732,1789,27923,38.141,15.605
15.9,0.015,0,2027,159,365,476,814,1814,28342,34.813,15.624
15.9,0.015,0,2028,126,352,467,894,1839,28767,32.191,15.643
15.9,0.015,0,2029,100,335,458,971,1865,29199,30.072,15.66
15.9,0.015,0,2030,80,317,448,1046,1891,29637,28.325,15.677
15.9,0.015,0,2031,63,297,437,1120,1917,30082,26.86,15.692
15.9,0.015,0,2032,50,276,426,1192,1944,30533,25.616,15.707
15.9,0.015,0,2033,40,256,413,1262,1971,30991,24.548,15.72
15.9,0.015,0,2034,31,236,400,1332,1999,31456,23.622,15.733
15.9,0.015,0,2035,25,217,387,1400,2028,31928,22.814,15.745
16.4,0.015,0,2025,247,378,493,566,1684,27510,48.615,16.336
16.4,0.015,0,2026,199,374,485,710,1767,27923,39.341,15.802
16.4,0.015,0,2027,159,365,476,789,1789,28342,35.908,15.841
16.4,0.015,0,2028,126,352,467,866,1812,28767,33.204,15.878
16.4,0.015,0,2029,100,335,458,941,1835,29199,31.018,15.913
16.4,0.015,0,2030,80,317,448,1014,1859,29637,29.216,15.946
16.4,0.015,0,2031,63,297,437,1086,1883,30082,27.705,15.977
16.4,0.015,0,2032,50,276,426,1156,1908,30533,26.422,16.006
16.4,0.015,0,2033,40,256,413,1224,1933,30991,25.32,16.033
16.4,0.015,0,2034,31,236,400,1291,1959,31456,24.365,16.059
16.4,0.015,0,2035,25,217,387,1357,1985,31928,23.531,16.083
16.9,0.015,0,2025,247,378,493,566,1684,27510,48.615,16.336
16.9,0.015,0,2026,199,374,485,689,1746,27923,40.54,15.992
16.9,0.015,0,2027,159,365,476,766,1766,28342,37.003,16.051
16.9,0.015,0,2028,126,352,467,841,1786,28767,34.216,16.106
16.9,0.015,0,2029,100,335,458,914,1807,29199,31.964,16.158
16.9,0.015,0,2030,80,317,448,984,1829,29637,30.107,16.208
16.9,0.015,0,2031,63,297,437,1054,1851,30082,28.55,16.254
16.9,0.015,0,2032,50,276,426,1121,1873,30533,27.228,16.298
16.9,0.015,0,2033,40,256,413,1188,1897,30991,26.092,16.339
16.9,0.015,0,2034,31,236,400,1253,1921,31456,25.108,16.378
16.9,0.015,0,2035,25,217,387,1317,1945,31928,24.249,16.415
17.4,0.015,0,2025,247,378,493,566,1684,27510,48.615,16.336
17.4,0.015,0,2026,199,374,485,669,1726,27923,41.74,16.175
17.4,0.015,0,2027,159,365,476,744,1744,28342,38.097,16.253
17.4,0.015,0,2028,126,352,467,817,1762,28767,35.228,16.327
17.4,0.015,0,2029,100,335,458,887,1781,29199,32.909,16.396
17.4,0.015,0,2030,80,317,448,956,1800,29637,30.997,16.462
17.4,0.015,0,2031,63,297,437,1023,1820,30082,29.394,16.524
17.4,0.015,0,2032,50,276,426,1089,1841,30533,28.033,16.583
17.4,0.015,0,2033,40,256,413,1154,1863,30991,26.864,16.639
17.4,0.015,0,2034,31,236,400,1217,1885,31456,25.851,16.691
17.4,0.015,0,2035,25,217,387,1279,1907,31928,24.966,16.741
17.9,0.015,0,2025,247,378,493,566,1684,27510,48.615,16.336
17.9,0.015,0,2026,199,374,485,650,1708,27923,42.939,16.352
17.9,0.015,0,2027,159,365,476,723,1723,28342,39.192,16.449
17.9,0.015,0,2028,126,352,467,794,1739,28767,36.241,16.541
17.9,0.015,0,2029,100,335,458,862,1756,29199,33.855,16.628
17.9,0.015,0,2030,80,317,448,929,1774,29637,31.888,16.71
17.9,0.015,0,2031,63,297,437,995,1792,30082,30.239,16.788
17.9,0.015,0,2032,50,276,426,1059,1811,30533,28.839,16.862
17.9,0.015,0,2033,40,256,413,1121,1830,30991,27.636,16.932
