ntt_per_tt_loss,student_growth_rate,replacement_rate,year,assistant,associate,full,ntt,total_faculty,total_students,student_ntt_ratio,student_faculty_ratio
17.9,0,0.3,2026,212,377,487,612,1687,27510,44.985,16.306
17.9,0,0.3,2027,183,371,481,647,1681,27510,42.54,16.362
17.9,0,0.3,2028,160,361,474,681,1676,27510,40.424,16.415
17.9,0,0.3,2029,140,350,468,713,1671,27510,38.572,16.467
17.9,0,0.3,2030,124,336,460,745,1665,27510,36.936,16.518
17.9,0,0.3,2031,111,322,452,775,1660,27510,35.479,16.567
17.9,0,0.3,2032,100,307,444,805,1656,27510,34.173,16.616
17.9,0,0.3,2033,91,291,434,834,1651,27510,32.995,16.662
17.9,0,0.3,2034,84,276,425,862,1646,27510,31.928,16.708
17.9,0,0.3,2035,78,261,414,889,1642,27510,30.957,16.753
15.4,0.005,0.3,2025,247,378,493,566,1684,27510,48.615,16.336
15.4,0.005,0.3,2026,212,377,487,720,1795,27648,38.412,15.4
15.4,0.005,0.3,2027,183,371,481,770,1804,27786,36.105,15.4
15.4,0.005,0.3,2028,160,361,474,818,1813,27925,34.14,15.4
15.4,0.005,0.3,2029,140,350,468,865,1822,28065,32.444,15.4
15.4,0.005,0.3,2030,124,336,460,911,1831,28205,30.966,15.4
15.4,0.005,0.3,2031,111,322,452,956,1841,28346,29.665,15.4
15.4,0.005,0.3,2032,100,307,444,999,1850,28488,28.51,15.4
15.4,0.005,0.3,2033,91,291,434,1042,1859,28630,27.48,15.4
15.4,0.005,0.3,2034,84,276,425,1084,1868,28773,26.555,15.4
15.4,0.005,0.3,2035,78,261,414,1124,1878,28917,25.72,15.4
15.9,0.005,0.3,2025,247,378,493,566,1684,27510,48.615,16.336
15.9,0.005,0.3,2026,212,377,487,697,1773,27648,39.659,15.597
15.9,0.005,0.3,2027,183,371,481,745,1780,27786,37.277,15.609
15.9,0.005,0.3,2028,160,361,474,792,1788,27925,35.248,15.622
15.9,0.005,0.3,2029,140,350,468,838,1795,28065,33.498,15.633
15.9,0.005,0.3,2030,124,336,460,882,1803,28205,31.972,15.645
15.9,0.005,0.3,2031,111,322,452,925,1811,28346,30.628,15.656
15.9,0.005,0.3,2032,100,307,444,968,1818,28488,29.436,15.666
15.9,0.005,0.3,2033,91,291,434,1009,1826,28630,28.372,15.676
15.9,0.005,0.3,2034,84,276,425,1049,1834,28773,27.417,15.686
15.9,0.005,0.3,2035,78,261,414,1089,1842,28917,26.555,15.696
16.4,0.005,0.3,2025,247,378,493,566,1684,27510,48.615,16.336
16.4,0.005,0.3,2026,212,377,487,676,1751,27648,40.907,15.786
16.4,0.005,0.3,2027,183,371,481,723,1757,27786,38.449,15.811
16.4,0.005,0.3,2028,160,361,474,768,1763,27925,36.357,15.836
16.4,0.005,0.3,2029,140,350,468,812,1770,28065,34.551,15.859
16.4,0.005,0.3,2030,124,336,460,855,1776,28205,32.977,15.882
16.4,0.005,0.3,2031,111,322,452,897,1782,28346,31.591,15.903
16.4,0.005,0.3,2032,100,307,444,938,1789,28488,30.362,15.924
16.4,0.005,0.3,2033,91,291,434,978,1796,28630,29.265,15.945
16.4,0.005,0.3,2034,84,276,425,1017,1802,28773,28.279,15.965
16.4,0.005,0.3,2035,78,261,414,1056,1809,28917,27.391,15.984
16.9,0.005,0.3,2025,247,378,493,566,1684,27510,48.615,16.336
16.9,0.005,0.3,2026,212,377,487,656,1731,27648,42.154,15.968
16.9,0.005,0.3,2027,183,371,481,701,1736,27786,39.622,16.006
16.9,0.005,0.3,2028,160,361,474,745,1741,27925,37.465,16.042
16.9,0.005,0.3,2029,140,350,468,788,1746,28065,35.604,16.077
16.9,0.005,0.3,2030,124,336,460,830,1751,28205,33.982,16.111
16.9,0.005,0.3,2031,111,322,452,871,1756,28346,32.554,16.144
16.9,0.005,0.3,2032,100,307,444,911,1761,28488,31.287,16.175
16.9,0.005,0.3,2033,91,291,434,949,1767,28630,30.157,16.206
16.9,0.005,0.3,2034,84,276,425,987,1772,28773,29.142,16.236
16.9,0.005,0.3,2035,78,261,414,1024,1778,28917,28.226,16.264
17.4,0.005,0.3,2025,247,378,493,566,1684,27510,48.615,16.336
17.4,0.005,0.3,2026,212,377,487,637,1713,27648,43.401,16.144
17.4,0.005,0.3,2027,183,371,481,681,1716,27786,40.794,16.194
17.4,0.005,0.3,2028,160,361,474,724,1719,27925,38.574,16.242
17.4,0.005,0.3,2029,140,350,468,766,1723,28065,36.658,16.289
17.4,0.005,0.3,2030,124,336,460,806,1727,28205,34.988,16.334
17.4,0.005,0.3,2031,111,322,452,846,1731,28346,33.518,16.377
17.4,0.005,0.3,2032,100,307,444,884,1735,28488,32.213,16.419
17.4,0.005,0.3,2033,91,291,434,922,1739,28630,31.049,16.46
17.4,0.005,0.3,2034,84,276,425,959,1744,28773,30.004,16.5
17.4,0.005,0.3,2035,78,261,414,995,1748,28917,29.061,16.538
17.9,0.005,0.3,2025,247,378,493,566,1684,27510,48.615,16.336
17.9,0.005,0.3,2026,212,377,487,619,1695,27648,44.648,16.313
17.9,0.005,0.3,2027,183,371,481,662,1697,27786,41.966,16.376
17.9,0.005,0.3,2028,160,361,474,704,1699,27925,39.682,16.435
17.9,0.005,0.3,2029,140,350,468,744,1702,28065,37.711,16.493
17.9,0.005,0.3,2030,124,336,460,784,1704,28205,35.993,16.549
17.9,0.005,0.3,2031,111,322,452,822,1707,28346,34.481,16.604
17.9,0.005,0.3,2032,100,307,444,860,1710,28488,33.139,16.657
17.9,0.005,0.3,2033,91,291,434,896,1714,28630,31.941,16.708
17.9,0.005,0.3,2034,84,276,425,932,1717,28773,30.866,16.757
17.9,0.005,0.3,2035,78,261,414,967,1721,28917,29.896,16.805
15.4,0.01,0.3,2025,247,378,493,566,1684,27510,48.615,16.336
15.4,0.01,0.3,2026,212,377,487,729,1804,27785,38.131,15.4
15.4,0.01,0.3,2027,183,371,481,788,1822,28063,35.632,15.4
15.4,0.01,0.3,2028,160,361,474,845,1841,28344,33.536,15.4
15.4,0.01,0.3,2029,140,350,468,902,1859,28627,31.754,15.4
15.4,0.01,0.3,2030,124,336,460,957,1877,28913,30.218,15.4
15.4,0.01,0.3,2031,111,322,452,1011,1896,29202,28.881,15.4
15.4,0.01,0.3,2032,100,307,444,1065,1915,29494,27.706,15.4
15.4,0.01,0.3,2033,91,291,434,1117,1934,29789,26.666,15.4
15.4,0.01,0.3,2034,84,276,425,1169,1954,30087,25.741,15.4
15.4,0.01,0.3,2035,78,261,414,1220,1973,30388,24.912,15.4
15.9,0.01,0.3,2025,247,378,493,566,1684,27510,48.615,16.336
15.9,0.01,0.3,2026,212,377,487,706,1781,27785,39.369,15.598
15.9,0.01,0.3,2027,183,371,481,763,1798,28063,36.789,15.612
15.9,0.01,0.3,2028,160,361,474,819,1814,28344,34.625,15.626
15.9,0.01,0.3,2029,140,350,468,873,1831,28627,32.785,15.638
15.9,0.01,0.3,2030,124,336,460,927,1847,28913,31.199,15.651
15.9,0.01,0.3,2031,111,322,452,979,1864,29202,29.818,15.663
15.9,0.01,0.3,2032,100,307,444,1031,1882,29494,28.606,15.674
15.9,0.01,0.3,2033,91,291,434,1082,1899,29789,27.532,15.685
15.9,0.01,0.3,2034,84,276,425,1132,1917,30087,26.577,15.695
15.9,0.01,0.3,2035,78,261,414,1181,1935,30388,25.721,15.705
16.4,0.01,0.3,2025,247,378,493,566,1684,27510,48.615,16.336
16.4,0.01,0.3,2026,212,377,487,684,1760,27785,40.607,15.789
16.4,0.01,0.3,2027,183,371,481,740,1774,28063,37.946,15.817
16.4,0.01,0.3,2028,160,361,474,794,1789,28344,35.714,15.844
16.4,0.01,0.3,2029,140,350,468,847,1804,28627,33.816,15.869
16.4,0.01,0.3,2030,124,336,460,898,1819,28913,32.181,15.894
16.4,0.01,0.3,2031,111,322,452,949,1835,29202,30.756,15.918
16.4,0.01,0.3,2032,100,307,444,1000,1850,29494,29.505,15.94
16.4,0.01,0.3,2033,91,291,434,1049,1866,29789,28.398,15.962
16.4,0.01,0.3,2034,84,276,425,1098,1882,30087,27.412,15.983
16.4,0.01,0.3,2035,78,261,414,1145,1899,30388,26.53,16.003
16.9,0.01,0.3,2025,247,378,493,566,1684,27510,48.615,16.336
16.9,0.01,0.3,2026,212,377,487,664,1740,27785,41.845,15.973
16.9,0.01,0.3,2027,183,371,481,718,1752,28063,39.103,16.014
16.9,0.01,0.3,2028,160,361,474,770,1766,28344,36.803,16.054
16.9,0.01,0.3,2029,140,350,468,822,1779,28627,34.847,16.093
16.9,0.01,0.3,2030,124,336,460,872,1793,28913,33.162,16.13
16.9,0.01,0.3,2031,111,322,452,921,1806,29202,31.694,16.165
16.9,0.01,0.3,2032,100,307,444,970,1821,29494,30.405,16.199
16.9,0.01,0.3,2033,91,291,434,1018,1835,29789,29.264,16.232
16.9,0.01,0.3,2034,84,276,425,1065,1850,30087,28.248,16.264
16.9,0.01,0.3,2035,78,261,414,1112,1865,30388,27.339,16.294
17.4,0.01,0.3,2025,247,378,493,566,1684,27510,48.615,16.336
17.4,0.01,0.3,2026,212,377,487,645,1720,27785,43.083,16.15
17.4,0.01,0.3,2027,183,371,481,697,1732,28063,40.26,16.205
17.4,0.01,0.3,2028,160,361,474,748,1743,28344,37.892,16.258
17.4,0.01,0.3,2029,140,350,468,798,1755,28627,35.878,16.309
17.4,0.01,0.3,2030,124,336,460,847,1767,28913,34.143,16.358
17.4,0.01,0.3,2031,111,322,452,895,1780,29202,32.632,16.405
17.4,0.01,0.3,2032,100,307,444,942,1793,29494,31.304,16.451
17.4,0.01,0.3,2033,91,291,434,989,1806,29789,30.13,16.495
17.4,0.01,0.3,2034,84,276,425,1034,1819,30087,29.084,16.537
17.4,0.01,0.3,2035,78,261,414,1080,1833,30388,28.148,16.578
17.9,0.01,0.3,2025,247,378,493,566,1684,27510,48.615,16.336
17.9,0.01,0.3,2026,212,377,487,627,1702,27785,44.321,16.321
17.9,0.01,0.3,2027,183,371,481,678,1712,28063,41.416,16.389
17.9,0.01,0.3,2028,160,361,474,727,1722,28344,38.981,16.455
17.9,0.01,0.3,2029,140,350,468,776,1733,28627,36.909,16.519
17.9,0.01,0.3,2030,124,336,460,823,1744,28913,35.124,16.58
17.9,0.01,0.3,2031,111,322,452,870,1755,29202,33.569,16.639
17.9,0.01,0.3,2032,100,307,444,916,1767,29494,32.204,16.696
17.9,0.01,0.3,2033,91,291,434,961,1778,29789,30.995,16.751
17.9,0.01,0.3,2034,84,276,425,1006,1790,30087,29.92,16.804
17.9,0.01,0.3,2035,78,261,414,1049,1803,30388,28.956,16.855
15.4,0.015,0.3,2025,247,378,493,566,1684,27510,48.615,16.336
15.4,0.015,0.3,2026,212,377,487,738,1813,27923,37.855,15.4
15.4,0.015,0.3,2027,183,371,481,806,1840,28342,35.177,15.4
15.4,0.015,0.3,2028,160,361,474,873,1868,28767,32.966,15.4
15.4,0.015,0.3,2029,140,350,468,939,1896,29199,31.107,15.4
15.4,0.015,0.3,2030,124,336,460,1004,1924,29637,29.524,15.4
15.4,0.015,0.3,2031,111,322,452,1068,1953,30082,28.16,15.4
15.4,0.015,0.3,2032,100,307,444,1132,1983,30533,26.973,15.4
15.4,0.015,0.3,2033,91,291,434,1195,2012,30991,25.931,15.4
15.4,0.015,0.3,2034,84,276,425,1258,2043,31456,25.01,15.4
15.4,0.015,0.3,2035,78,261,414,1320,2073,31928,24.191,15.4
15.9,0.015,0.3,2025,247,378,493,566,1684,27510,48.615,16.336
15.9,0.015,0.3,2026,212,377,487,714,1790,27923,39.084,15.6
15.9,0.015,0.3,2027,183,371,481,780,1815,28342,36.319,15.615
15.9,0.015,0.3,2028,160,361,474,845,1841,28767,34.036,15.63
15.9,0.015,0.3,2029,140,350,468,909,1867,29199,32.117,15.644
15.9,0.015,0.3,2030,124,336,460,972,1893,29637,30.483,15.657
15.9,0.015,0.3,2031,111,322,452,1035,1920,30082,29.074,15.669
15.9,0.015,0.3,2032,100,307,444,1096,1947,30533,27.848,15.682
15.9,0.015,0.3,2033,91,291,434,1158,1975,30991,26.773,15.693
15.9,0.015,0.3,2034,84,276,425,1218,2003,31456,25.822,15.704
15.9,0.015,0.3,2035,78,261,414,1278,2032,31928,24.977,15.715
16.4,0.015,0.3,2025,247,378,493,566,1684,27510,48.615,16.336
16.4,0.015,0.3,2026,212,377,487,693,1768,27923,40.313,15.792
16.4,0.015,0.3,2027,183,371,481,757,1791,28342,37.461,15.822
16.4,0.015,0.3,2028,160,361,474,819,1815,28767,35.106,15.852
16.4,0.015,0.3,2029,140,350,468,881,1839,29199,33.127,15.879
16.4,0.015,0.3,2030,124,336,460,943,1863,29637,31.441,15.906
16.4,0.015,0.3,2031,111,322,452,1003,1888,30082,29.988,15.931
16.4,0.015,0.3,2032,100,307,444,1063,1914,30533,28.724,15.955
16.4,0.015,0.3,2033,91,291,434,1122,1940,30991,27.614,15.979
16.4,0.015,0.3,2034,84,276,425,1181,1966,31456,26.634,16.001
16.4,0.015,0.3,2035,78,261,414,1239,1993,31928,25.762,16.022
16.9,0.015,0.3,2025,247,378,493,566,1684,27510,48.615,16.336
16.9,0.015,0.3,2026,212,377,487,672,1748,27923,41.542,15.977
16.9,0.015,0.3,2027,183,371,481,734,1769,28342,38.603,16.023
16.9,0.015,0.3,2028,160,361,474,795,1791,28767,36.177,16.066
16.9,0.015,0.3,2029,140,350,468,855,1813,29199,34.137,16.108
16.9,0.015,0.3,2030,124,336,460,915,1835,29637,32.4,16.148
16.9,0.015,0.3,2031,111,322,452,973,1859,30082,30.903,16.186
16.9,0.015,0.3,2032,100,307,444,1032,1882,30533,29.6,16.222
16.9,0.015,0.3,2033,91,291,434,1089,1906,30991,28.456,16.257
16.9,0.015,0.3,2034,84,276,425,1146,1931,31456,27.446,16.29
16.9,0.015,0.3,2035,78,261,414,1203,1956,31928,26.548,16.322
17.4,0.015,0.3,2025,247,378,493,566,1684,27510,48.615,16.336
17.4,0.015,0.3,2026,212,377,487,653,1728,27923,42.771,16.155
17.4,0.015,0.3,2027,183,371,481,713,1748,28342,39.746,16.216
17.4,0.015,0.3,2028,160,361,474,772,1768,28767,37.247,16.274
17.4,0.015,0.3,2029,140,350,468,831,1788,29199,35.147,16.329
17.4,0.015,0.3,2030,124,336,460,888,1809,29637,33.359,16.382
17.4,0.015,0.3,2031,111,322,452,945,1831,30082,31.817,16.433
17.4,0.015,0.3,2032,100,307,444,1002,1853,30533,30.475,16.482
17.4,0.015,0.3,2033,91,291,434,1058,1875,30991,29.298,16.528
17.4,0.015,0.3,2034,84,276,425,1113,1898,31456,28.258,16.573
17.4,0.015,0.3,2035,78,261,414,1168,1922,31928,27.333,16.616
17.9,0.015,0.3,2025,247,378,493,566,1684,27510,48.615,16.336
17.9,0.015,0.3,2026,212,377,487,635,1710,27923,44,16.328
17.9,0.015,0.3,2027,183,371,481,693,1728,28342,40.888,16.403
17.9,0.015,0.3,2028,160,361,474,751,1746,28767,38.317,16.475
17.9,0.015,0.3,2029,140,350,468,808,1765,29199,36.157,16.544
17.9,0.015,0.3,2030,124,336,460,864,1784,29637,34.317,16.61
17.9,0.015,0.3,2031,111,322,452,919,1804,30082,32.731,16.674
17.9,0.015,0.3,2032,100,307,444,974,1825,30533,31.351,16.734
17.9,0.015,0.3,2033,91,291,434,1028,1845,30991,30.14,16.793
17.9,0.015,0.3,2034,84,276,425,1082,1867,31456,29.07,16.849
17.9,0.015,0.3,2035,78,261,414,1135,1889,31928,28.119,16.903
15.4,0.02,0.3,2025,247,378,493,566,1684,27510,48.615,16.336
15.4,0.02,0.3,2026,212,377,487,747,1822,28060,37.588,15.4
15.4,0.02,0.3,2027,183,371,481,824,1859,28621,34.742,15.4
15.4,0.02,0.3,2028,160,361,474,900,1896,29193,32.426,15.4
15.4,0.02,0.3,2029,140,350,468,976,1934,29777,30.503,15.4
15.4,0.02,0.3,2030,124,336,460,1052,1972,30373,28.882,15.4
15.4,0.02,0.3,2031,111,322,452,1127,2012,30980,27.499,15.4
15.4,0.02,0.3,2032,100,307,444,1201,2052,31600,26.305,15.4
15.4,0.02,0.3,2033,91,291,434,1276,2093,32232,25.265,15.4
15.4,0.02,0.3,2034,84,276,425,1350,2135,32877,24.353,15.4
15.4,0.02,0.3,2035,78,261,414,1424,2178,33535,23.547,15.4
15.9,0.02,0.3,2025,247,378,493,566,1684,27510,48.615,16.336
15.9,0.02,0.3,2026,212,377,487,723,1799,28060,38.808,15.601
15.9,0.02,0.3,2027,183,371,481,798,1833,28621,35.87,15.618
15.9,0.02,0.3,2028,160,361,474,872,1867,29193,33.479,15.633
15.9,0.02,0.3,2029,140,350,468,945,1903,29777,31.494,15.648
15.9,0.02,0.3,2030,124,336,460,1019,1939,30373,29.82,15.663
15.9,0.02,0.3,2031,111,322,452,1091,1976,30980,28.392,15.676
15.9,0.02,0.3,2032,100,307,444,1164,2014,31600,27.159,15.689
15.9,0.02,0.3,2033,91,291,434,1236,2053,32232,26.086,15.701
15.9,0.02,0.3,2034,84,276,425,1308,2092,32877,25.144,15.712
15.9,0.02,0.3,2035,78,261,414,1379,2133,33535,24.312,15.723
16.4,0.02,0.3,2025,247,378,493,566,1684,27510,48.615,16.336
16.4,0.02,0.3,2026,212,377,487,701,1777,28060,40.028,15.795
16.4,0.02,0.3,2027,183,371,481,774,1808,28621,36.998,15.828
16.4,0.02,0.3,2028,160,361,474,845,1841,29193,34.531,15.859
16.4,0.02,0.3,2029,140,350,468,917,1874,29777,32.484,15.889
16.4,0.02,0.3,2030,124,336,460,987,1908,30373,30.758,15.918
16.4,0.02,0.3,2031,111,322,452,1058,1943,30980,29.285,15.944
16.4,0.02,0.3,2032,100,307,444,1128,1979,31600,28.013,15.97
16.4,0.02,0.3,2033,91,291,434,1198,2015,32232,26.906,15.994
16.4,0.02,0.3,2034,84,276,425,1268,2053,32877,25.934,16.018
16.4,0.02,0.3,2035,78,261,414,1337,2091,33535,25.076,16.04
16.9,0.02,0.3,2025,247,378,493,566,1684,27510,48.615,16.336
16.9,0.02,0.3,2026,212,377,487,680,1756,28060,41.249,15.981
16.9,0.02,0.3,2027,183,371,481,751,1785,28621,38.126,16.031
16.9,0.02,0.3,2028,160,361,474,820,1816,29193,35.584,16.078
16.9,0.02,0.3,2029,140,350,468,890,1847,29777,33.474,16.122
16.9,0.02,0.3,2030,124,336,460,958,1879,30373,31.696,16.165
16.9,0.02,0.3,2031,111,322,452,1027,1912,30980,30.178,16.206
16.9,0.02,0.3,2032,100,307,444,1095,1945,31600,28.867,16.244
16.9,0.02,0.3,2033,91,291,434,1163,1980,32232,27.726,16.281
16.9,0.02,0.3,2034,84,276,425,1230,2015,32877,26.725,16.316
16.9,0.02,0.3,2035,78,261,414,1298,2051,33535,25.841,16.349
17.4,0.02,0.3,2025,247,378,493,566,1684,27510,48.615,16.336
17.4,0.02,0.3,2026,212,377,487,661,1736,28060,42.469,16.161
17.4,0.02,0.3,2027,183,371,481,729,1764,28621,39.254,16.227
17.4,0.02,0.3,2028,160,361,474,797,1792,29193,36.637,16.289
17.4,0.02,0.3,2029,140,350,468,864,1821,29777,34.465,16.349
17.4,0.02,0.3,2030,124,336,460,931,1851,30373,32.633,16.405
17.4,0.02,0.3,2031,111,322,452,997,1882,30980,31.071,16.459
17.4,0.02,0.3,2032,100,307,444,1063,1914,31600,29.721,16.511
17.4,0.02,0.3,2033,91,291,434,1129,1946,32232,28.547,16.56
17.4,0.02,0.3,2034,84,276,425,1195,1980,32877,27.516,16.607
17.4,0.02,0.3,2035,78,261,414,1260,2014,33535,26.605,16.652
17.9,0.02,0.3,2025,247,378,493,566,1684,27510,48.615,16.336
17.9,0.02,0.3,2026,212,377,487,642,1718,28060,43.689,16.335
17.9,0.02,0.3,2027,183,371,481,709,1743,28621,40.382,16.416
17.9,0.02,0.3,2028,160,361,474,775,1770,29193,37.69,16.494
17.9,0.02,0.3,2029,140,350,468,840,1797,29777,35.455,16.568
17.9,0.02,0.3,2030,124,336,460,905,1825,30373,33.571,16.639
17.9,0.02,0.3,2031,111,322,452,969,1854,30980,31.963,16.707
17.9,0.02,0.3,2032,100,307,444,1034,1884,31600,30.575,16.771
17.9,0.02,0.3,2033,91,291,434,1098,1915,32232,29.367,16.833
17.9,0.02,0.3,2034,84,276,425,1161,1946,32877,28.307,16.892
17.9,0.02,0.3,2035,78,261,414,1225,1979,33535,27.37,16.948
15.4,-0.01,0.4,2025,247,378,493,566,1684,27510,48.615,16.336
15.4,-0.01,0.4,2026,217,377,488,687,1769,27235,39.651,15.4
15.4,-0.01,0.4,2027,192,373,482,704,1751,26963,38.277,15.4
15.4,-0.01,0.4,2028,171,365,477,721,1733,26693,37.025,15.4
15.4,-0.01,0.4,2029,154,355,471,737,1716,26426,35.873,15.4
15.4,-0.01,0.4,2030,140,343,464,752,1699,26162,34.807,15.4
15.4,-0.01,0.4,2031,128,330,458,766,1682,25900,33.819,15.4
15.4,-0.01,0.4,2032,118,317,450,779,1665,25641,32.897,15.4
15.4,-0.01,0.4,2033,110,304,442,792,1648,25385,32.034,15.4
15.4,-0.01,0.4,2034,103,291,433,805,1632,25131,31.226,15.4
15.4,-0.01,0.4,2035,97,277,424,817,1616,24880,30.468,15.4
15.9,-0.01,0.4,2025,247,378,493,566,1684,27510,48.615,16.336
15.9,-0.01,0.4,2026,217,377,488,665,1747,27235,40.938,15.59
15.9,-0.01,0.4,2027,192,373,482,682,1729,26963,39.52,15.597
15.9,-0.01,0.4,2028,171,365,477,698,1711,26693,38.227,15.604
15.9,-0.01,0.4,2029,154,355,471,713,1693,26426,37.037,15.611
15.9,-0.01,0.4,2030,140,343,464,728,1675,26162,35.937,15.617
15.9,-0.01,0.4,2031,128,330,458,742,1658,25900,34.917,15.624
15.9,-0.01,0.4,2032,118,317,450,755,1640,25641,33.965,15.63
15.9,-0.01,0.4,2033,110,304,442,768,1623,25385,33.074,15.636
15.9,-0.01,0.4,2034,103,291,433,779,1607,25131,32.24,15.643
15.9,-0.01,0.4,2035,97,277,424,791,1590,24880,31.457,15.649
16.4,-0.01,0.4,2025,247,378,493,566,1684,27510,48.615,16.336
16.4,-0.01,0.4,2026,217,377,488,645,1727,27235,42.225,15.774
16.4,-0.01,0.4,2027,192,373,482,661,1708,26963,40.763,15.787
16.4,-0.01,0.4,2028,171,365,477,677,1689,26693,39.429,15.801
16.4,-0.01,0.4,2029,154,355,471,692,1671,26426,38.202,15.814
16.4,-0.01,0.4,2030,140,343,464,706,1653,26162,37.067,15.827
16.4,-0.01,0.4,2031,128,330,458,719,1635,25900,36.015,15.84
16.4,-0.01,0.4,2032,118,317,450,732,1617,25641,35.033,15.853
16.4,-0.01,0.4,2033,110,304,442,744,1600,25385,34.114,15.865
16.4,-0.01,0.4,2034,103,291,433,756,1583,25131,33.254,15.877
16.4,-0.01,0.4,2035,97,277,424,767,1566,24880,32.446,15.89
16.9,-0.01,0.4,2025,247,378,493,566,1684,27510,48.615,16.336
16.9,-0.01,0.4,2026,217,377,488,626,1708,27235,43.513,15.95
16.9,-0.01,0.4,2027,192,373,482,642,1688,26963,42.006,15.97
16.9,-0.01,0.4,2028,171,365,477,657,1669,26693,40.631,15.99
16.9,-0.01,0.4,2029,154,355,471,671,1651,26426,39.367,16.01
16.9,-0.01,0.4,2030,140,343,464,685,1632,26162,38.198,16.029
16.9,-0.01,0.4,2031,128,330,458,698,1614,25900,37.113,16.049
16.9,-0.01,0.4,2032,118,317,450,710,1596,25641,36.101,16.068
16.9,-0.01,0.4,2033,110,304,442,722,1578,25385,35.154,16.086
16.9,-0.01,0.4,2034,103,291,433,733,1560,25131,34.268,16.105
16.9,-0.01,0.4,2035,97,277,424,744,1543,24880,33.435,16.123
17.4,-0.01,0.4,2025,247,378,493,566,1684,27510,48.615,16.336
17.4,-0.01,0.4,2026,217,377,488,608,1690,27235,44.8,16.12
17.4,-0.01,0.4,2027,192,373,482,623,1670,26963,43.248,16.147
17.4,-0.01,0.4,2028,171,365,477,638,1650,26693,41.833,16.173
17.4,-0.01,0.4,2029,154,355,471,652,1631,26426,40.532,16.199
17.4,-0.01,0.4,2030,140,343,464,665,1612,26162,39.328,16.225
17.4,-0.01,0.4,2031,128,330,458,678,1594,25900,38.211,16.251
17.4,-0.01,0.4,2032,118,317,450,690,1575,25641,37.169,16.276
17.4,-0.01,0.4,2033,110,304,442,701,1557,25385,36.194,16.301
17.4,-0.01,0.4,2034,103,291,433,712,1539,25131,35.282,16.325
17.4,-0.01,0.4,2035,97,277,424,723,1522,24880,34.424,16.35
17.9,-0.01,0.4,2025,247,378,493,566,1684,27510,48.615,16.336
17.9,-0.01,0.4,2026,217,377,488,591,1673,27235,46.087,16.283
17.9,-0.01,0.4,2027,192,373,482,606,1652,26963,44.491,16.317
17.9,-0.01,0.4,2028,171,365,477,620,1633,26693,43.035,16.35
17.9,-0.01,0.4,2029,154,355,471,634,1613,26426,41.696,16.382
17.9,-0.01,0.4,2030,140,343,464,647,1594,26162,40.458,16.414
17.9,-0.01,0.4,2031,128,330,458,659,1575,25900,39.309,16.446
17.9,-0.01,0.4,2032,118,317,450,671,1556,25641,38.237,16.477
17.9,-0.01,0.4,2033,110,304,442,682,1538,25385,37.234,16.508
17.9,-0.01,0.4,2034,103,291,433,692,1519,25131,36.296,16.539
17.9,-0.01,0.4,2035,97,277,424,703,1502,24880,35.414,16.57
15.4,-0.005,0.4,2025,247,378,493,566,1684,27510,48.615,16.336
15.4,-0.005,0.4,2026,217,377,488,696,1777,27372,39.341,15.4
15.4,-0.005,0.4,2027,192,373,482,722,1769,27235,37.718,15.4
15.4,-0.005,0.4,2028,171,365,477,747,1760,27099,36.262,15.4
15.4,-0.005,0.4,2029,154,355,471,772,1751,26964,34.946,15.4
15.4,-0.005,0.4,2030,140,343,464,795,1742,26829,33.75,15.4
15.4,-0.005,0.4,2031,128,330,458,817,1733,26695,32.656,15.4
15.4,-0.005,0.4,2032,118,317,450,839,1725,26562,31.65,15.4
15.4,-0.005,0.4,2033,110,304,442,860,1716,26429,30.723,15.4
15.4,-0.005,0.4,2034,103,291,433,881,1708,26297,29.866,15.4
15.4,-0.005,0.4,2035,97,277,424,900,1699,26166,29.07,15.4
15.9,-0.005,0.4,2025,247,378,493,566,1684,27510,48.615,16.336
15.9,-0.005,0.4,2026,217,377,488,674,1756,27372,40.618,15.592
15.9,-0.005,0.4,2027,192,373,482,699,1746,27235,38.942,15.6
15.9,-0.005,0.4,2028,171,365,477,724,1736,27099,37.439,15.608
15.9,-0.005,0.4,2029,154,355,471,747,1727,26964,36.08,15.616
15.9,-0.005,0.4,2030,140,343,464,770,1717,26829,34.846,15.624
15.9,-0.005,0.4,2031,128,330,458,792,1708,26695,33.716,15.632
15.9,-0.005,0.4,2032,118,317,450,813,1698,26562,32.677,15.639
15.9,-0.005,0.4,2033,110,304,442,833,1689,26429,31.721,15.647
15.9,-0.005,0.4,2034,103,291,433,853,1680,26297,30.835,15.654
15.9,-0.005,0.4,2035,97,277,424,872,1671,26166,30.014,15.661
16.4,-0.005,0.4,2025,247,378,493,566,1684,27510,48.615,16.336
16.4,-0.005,0.4,2026,217,377,488,653,1735,27372,41.895,15.777
16.4,-0.005,0.4,2027,192,373,482,678,1724,27235,40.167,15.793
16.4,-0.005,0.4,2028,171,365,477,702,1714,27099,38.617,15.809
16.4,-0.005,0.4,2029,154,355,471,725,1704,26964,37.215,15.825
16.4,-0.005,0.4,2030,140,343,464,746,1694,26829,35.941,15.841
16.4,-0.005,0.4,2031,128,330,458,768,1684,26695,34.776,15.856
16.4,-0.005,0.4,2032,118,317,450,788,1674,26562,33.705,15.871
16.4,-0.005,0.4,2033,110,304,442,808,1664,26429,32.718,15.886
16.4,-0.005,0.4,2034,103,291,433,827,1654,26297,31.805,15.9
