unitid,institution,sector,carnegie_classification,medical_degree_flag,hospital_flag,year,total_faculty,tenured_total,t_track_total,non_tenure_total,assistant_professor_total,associate_professor_total,professor_total,non_tenure_assistant_professor,non_tenure_associate_professor,non_tenure_professor,t_track_assistant_professor,t_track_associate_professor,t_track_professor,tenured_assistant_professor,tenured_associate_professor,tenured_professor,pct_tenured,pct_t_track,pct_non_tenure,pct_professor,pct_associate_professor,pct_assistant_professor,pct_tenured_professor,pct_tenured_associate_professor,pct_tenured_assistant_professor,pct_t_track_professor,pct_t_track_associate_professor,pct_t_track_assistant_professor,pct_non_tenure_professor,pct_non_tenure_associate_professor,pct_non_tenure_assistant_professor,tenure_system_total,pct_tenure_system,non_tenure_to_tenure_system_ratio,senior_faculty_total,pct_senior_faculty,assistant_to_senior_ratio,check_tenure_total,check_rank_total,tenure_total_diff,rank_total_diff,pct_tenure_sum,pct_rank_sum,rank_total,pct_professor_ranked,pct_associate_professor_ranked,pct_assistant_professor_ranked,ft_ugrd,pt_ugrd,ugrd_total,ugrd_fte,grad_total,grad_fte,ugrds_per_faculty,grads_per_tenure_system,indexed_total_faculty
489937,Carolina University,"Private not-for-profit, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Small,No,No,2023,29,0,0,29,0,0,0,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,,29,0,0,0,1,0,0,,,,369,55,424,387.3333333,469,278.3333333,13.35632184,,181.25
489937,Carolina University,"Private not-for-profit, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Small,No,No,2024,27,0,0,27,0,0,0,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,,27,0,0,0,1,0,0,,,,443,17,460,448.6666667,420,284.6666667,16.61728395,,168.75
489937,Carolina University,"Private not-for-profit, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Small,No,No,2025,26,0,0,26,0,0,0,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,,26,0,0,0,1,0,0,,,,473,7,480,475.3333333,365,257,18.28205128,,162.5
111948,Chapman University,"Private not-for-profit, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,2016,458,218,85,155,76,107,120,,,,76,9,0,0,98,120,0.475982533,0.18558952,0.338427948,0.262008734,0.233624454,0.165938865,0.262008734,0.213973799,0,0,0.019650655,0.165938865,,,,303,0.661572052,0.511551155,227,0.495633188,0.334801762,458,303,0,0,1,0.661572052,303,0.396039604,0.353135314,0.250825083,6130,280,6410,6223.333333,2132,1802,13.58806405,5.947194719,100
111948,Chapman University,"Private not-for-profit, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,2017,489,237,92,160,87,110,132,,,,87,5,0,0,105,132,0.484662577,0.188139059,0.327198364,0.26993865,0.224948875,0.17791411,0.26993865,0.214723926,0,0,0.010224949,0.17791411,,,,329,0.672801636,0.486322188,242,0.494887526,0.359504132,489,329,0,0,1,0.672801636,329,0.401215805,0.334346505,0.26443769,6515,505,7020,6683.333333,2372,1975.333333,13.66734833,6.004052685,106.768559
111948,Chapman University,"Private not-for-profit, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,2018,516,242,104,170,95,114,137,,,,95,9,0,0,105,137,0.468992248,0.201550388,0.329457364,0.265503876,0.220930233,0.184108527,0.265503876,0.203488372,0,0,0.01744186,0.184108527,,,,346,0.670542636,0.49132948,251,0.486434109,0.378486056,516,346,0,0,1,0.670542636,346,0.395953757,0.329479769,0.274566474,6785,496,7281,6950.333333,2327,1984.333333,13.46963824,5.735067437,112.6637555
111948,Chapman University,"Private not-for-profit, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,2019,536,247,101,188,93,116,139,,,,93,8,0,0,108,139,0.460820896,0.188432836,0.350746269,0.259328358,0.21641791,0.173507463,0.259328358,0.201492537,0,0,0.014925373,0.173507463,,,,348,0.649253731,0.540229885,255,0.475746269,0.364705882,536,348,0,0,1,0.649253731,348,0.399425287,0.333333333,0.267241379,7046,459,7505,7199,2345,1991,13.43097015,5.721264368,117.0305677
111948,Chapman University,"Private not-for-profit, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,2020,544,246,99,199,93,117,135,,,,93,6,0,0,111,135,0.452205882,0.181985294,0.365808824,0.248161765,0.215073529,0.170955882,0.248161765,0.204044118,0,0,0.011029412,0.170955882,,,,345,0.634191176,0.576811594,252,0.463235294,0.369047619,544,345,0,0,1,0.634191176,345,0.391304348,0.339130435,0.269565217,6843,561,7404,7030,2357,1996.333333,12.92279412,5.78647343,118.7772926
111948,Chapman University,"Private not-for-profit, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,2021,555,244,107,204,100,112,139,,,,100,7,0,0,105,139,0.43963964,0.192792793,0.367567568,0.25045045,0.201801802,0.18018018,0.25045045,0.189189189,0,0,0.012612613,0.18018018,,,,351,0.632432432,0.581196581,251,0.452252252,0.398406375,555,351,0,0,1,0.632432432,351,0.396011396,0.319088319,0.284900285,7156,558,7714,7342,2277,1939.666667,13.22882883,5.526115859,121.1790393
111948,Chapman University,"Private not-for-profit, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,2022,562,241,101,220,95,105,142,,,,95,6,0,0,99,142,0.428825623,0.179715302,0.391459075,0.252669039,0.18683274,0.169039146,0.252669039,0.176156584,0,0,0.010676157,0.169039146,,,,342,0.608540925,0.643274854,247,0.439501779,0.384615385,562,342,0,0,1,0.608540925,342,0.415204678,0.307017544,0.277777778,7334,535,7869,7512.333333,2145,1841,13.36714116,5.383040936,122.7074236
