unitid,institution,sector,carnegie_classification,medical_degree_flag,hospital_flag,metric,first_year,last_year,n_years,first_value,last_value,absolute_change,percent_change,average_annual_change,slope,intercept,r_squared,p_value,std_error
228705,Texas A & M University-Kingsville,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,grads_per_tenure_system,2016,2025,10,6.571592211,3.570028011,-3.0015642,-0.456748396,-0.333507133,-0.156635276,320.7031923,0.245643652,0.145186581,0.097046546
228705,Texas A & M University-Kingsville,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,ugrds_per_faculty,2016,2025,10,14.28726968,13.88688689,-0.400382795,-0.028023744,-0.044486977,-0.160479947,339.1328776,0.176242192,0.227114415,0.122664984
231624,William & Mary,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,total_faculty,2016,2025,10,684,725,41,0.05994152,4.555555556,0.872727273,-1067.545455,0.022253989,0.680839368,2.045232311
231624,William & Mary,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,pct_tenured,2016,2025,10,0.599415205,0.539310345,-0.06010486,-0.100272498,-0.006678318,-0.004249268,9.174077478,0.246260362,0.144603444,0.002628346
231624,William & Mary,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,pct_t_track,2016,2025,10,0.160818713,0.169655172,0.008836459,0.054946708,0.000981829,-0.001919888,4.034277694,0.169595848,0.237006036,0.001501994
231624,William & Mary,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,pct_non_tenure,2016,2025,10,0.239766082,0.291034483,0.051268401,0.213826745,0.005696489,0.006169157,-12.20835517,0.650462672,0.004819699,0.001598882
231624,William & Mary,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,pct_professor,2016,2025,10,0.34502924,0.332413793,-0.012615447,-0.036563413,-0.001401716,-0.000585907,1.537147737,0.022023697,0.682422269,0.001380393
231624,William & Mary,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,pct_associate_professor,2016,2025,10,0.25877193,0.220689655,-0.038082275,-0.1471654,-0.004231364,-0.002989805,6.284861577,0.462765903,0.030409227,0.001138935
231624,William & Mary,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,pct_assistant_professor,2016,2025,10,0.156432749,0.155862069,-0.00057068,-0.003648083,-6.34088E-05,-0.002593445,5.386345858,0.347350034,0.072970826,0.001256865
231624,William & Mary,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,pct_tenure_system,2016,2025,10,0.760233918,0.708965517,-0.051268401,-0.067437666,-0.005696489,-0.006169157,13.20835517,0.650462672,0.004819699,0.001598882
231624,William & Mary,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,pct_senior_faculty,2016,2025,10,0.60380117,0.553103448,-0.050697721,-0.083964265,-0.00563308,-0.003575712,7.822009314,0.227223467,0.163642924,0.002331406
231624,William & Mary,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,grads_per_tenure_system,2016,2025,10,3.772435897,3.722438392,-0.049997506,-0.013253375,-0.005555278,0.033372003,-63.55536852,0.223477338,0.167655269,0.021993665
231624,William & Mary,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,ugrds_per_faculty,2016,2025,10,9.110136452,9.510344828,0.400208375,0.043930009,0.044467597,0.12954745,-252.3737056,0.543027675,0.015042256,0.042016304
235097,Eastern Washington University,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,total_faculty,2016,2025,10,470,390,-80,-0.170212766,-8.888888889,-10.99393939,22642.05455,0.914011791,1.54927E-05,1.192207635
235097,Eastern Washington University,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,pct_tenured,2016,2025,10,0.489361702,0.530769231,0.041407529,0.084615385,0.004600837,0.008427182,-16.51652673,0.710892784,0.002181714,0.001900049
235097,Eastern Washington University,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,pct_t_track,2016,2025,10,0.212765957,0.1,-0.112765957,-0.53,-0.012529551,-0.016286325,33.05822015,0.911534206,1.73755E-05,0.001793822
235097,Eastern Washington University,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,pct_non_tenure,2016,2025,10,0.29787234,0.369230769,0.071358429,0.23956044,0.007928714,0.007859143,-15.54169342,0.85924879,0.00011395,0.001124597
235097,Eastern Washington University,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,pct_professor,2016,2025,10,0.308510638,0.41025641,0.101745772,0.32979664,0.011305086,0.009109837,-18.05503366,0.884527786,5.10369E-05,0.00116372
235097,Eastern Washington University,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,pct_associate_professor,2016,2025,10,0.180851064,0.123076923,-0.057774141,-0.319457014,-0.006419349,-0.000311499,0.789604841,0.002027661,0.901697322,0.002443283
235097,Eastern Washington University,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,pct_assistant_professor,2016,2025,10,0.212765957,0.097435897,-0.11533006,-0.542051282,-0.012814451,-0.01665748,33.80712224,0.914054013,1.5462E-05,0.00180589
235097,Eastern Washington University,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,pct_tenure_system,2016,2025,10,0.70212766,0.630769231,-0.071358429,-0.101631702,-0.007928714,-0.007859143,16.54169342,0.85924879,0.00011395,0.001124597
235097,Eastern Washington University,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,pct_senior_faculty,2016,2025,10,0.489361702,0.533333333,0.043971631,0.089855072,0.004885737,0.008798337,-17.26542882,0.724040595,0.001798567,0.001920422
235097,Eastern Washington University,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,grads_per_tenure_system,2016,2025,10,2.604040404,9.964769648,7.360729244,2.82665708,0.817858805,1.124597279,-2265.151701,0.903094638,2.51084E-05,0.130244475
235097,Eastern Washington University,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,ugrds_per_faculty,2016,2025,10,22.18510638,16.7982906,-5.386815785,-0.242812258,-0.598535087,-0.818089668,1672.454016,0.872571861,7.60945E-05,0.110531988
240727,University of Wyoming,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,total_faculty,2016,2025,10,761,765,4,0.005256242,0.444444444,-1.084848485,2918.436364,0.024234104,0.667598415,2.433791798
240727,University of Wyoming,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,pct_tenured,2016,2025,10,0.542706965,0.452287582,-0.090419383,-0.166608112,-0.010046598,-0.010188189,21.09054085,0.794672569,0.000531943,0.001830971
240727,University of Wyoming,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,pct_t_track,2016,2025,10,0.223390276,0.235294118,0.011903842,0.053287197,0.001322649,0.002146377,-4.121488119,0.139889396,0.287001863,0.00188168
240727,University of Wyoming,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,pct_non_tenure,2016,2025,10,0.23390276,0.312418301,0.078515541,0.335675993,0.008723949,0.008041812,-15.96905273,0.856079328,0.000124746,0.001165772
240727,University of Wyoming,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,pct_professor,2016,2025,10,0.270696452,0.250980392,-0.01971606,-0.072834571,-0.002190673,-0.000603894,1.489114421,0.01507217,0.735454581,0.001725956
240727,University of Wyoming,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,pct_associate_professor,2016,2025,10,0.279894875,0.206535948,-0.073358927,-0.262094572,-0.008150992,-0.009945829,20.34058111,0.954774197,1.16524E-06,0.000765313
240727,University of Wyoming,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,pct_assistant_professor,2016,2025,10,0.215505913,0.230065359,0.014559446,0.067559381,0.001617716,0.002507911,-4.860642801,0.177294006,0.225587824,0.00191004
240727,University of Wyoming,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,pct_tenure_system,2016,2025,10,0.76609724,0.687581699,-0.078515541,-0.102487696,-0.008723949,-0.008041812,16.96905273,0.856079328,0.000124746,0.001165772
240727,University of Wyoming,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,pct_senior_faculty,2016,2025,10,0.550591327,0.45751634,-0.093074987,-0.169045502,-0.010341665,-0.010549723,21.82969553,0.818981208,0.000317623,0.001753561
240727,University of Wyoming,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,grads_per_tenure_system,2016,2025,10,3.270440252,3.767427123,0.496986871,0.151963293,0.055220763,0.072825504,-143.488986,0.761921904,0.00097719,0.014392724
240727,University of Wyoming,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,ugrds_per_faculty,2016,2025,10,11.38501971,9.507625272,-1.877394439,-0.164900412,-0.208599382,-0.278356799,573.5470011,0.754190617,0.001114782,0.056184369
243221,University of Puerto Rico-Rio Piedras,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,total_faculty,2016,2025,10,965,745,-220,-0.227979275,-24.44444444,-23.65454545,48574.10909,0.55306896,0.013672466,7.517963794
243221,University of Puerto Rico-Rio Piedras,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,pct_tenured,2016,2025,10,0.676683938,0.538255034,-0.138428904,-0.204569514,-0.015380989,-0.017506781,36.02994155,0.550711759,0.013984747,0.005590642
243221,University of Puerto Rico-Rio Piedras,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,pct_t_track,2016,2025,10,0.069430052,0.11409396,0.044663908,0.643293599,0.004962656,0.005399357,-10.8457905,0.277137667,0.11799596,0.003083025
243221,University of Puerto Rico-Rio Piedras,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,pct_non_tenure,2016,2025,10,0.25388601,0.347651007,0.093764996,0.369319271,0.010418333,0.012107424,-24.18415105,0.680834601,0.003293802,0.002930852
243221,University of Puerto Rico-Rio Piedras,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,pct_professor,2016,2025,10,0.477720207,0.429530201,-0.048190006,-0.100874958,-0.005354445,-0.007467564,15.58673057,0.261224837,0.131095044,0.004439999
243221,University of Puerto Rico-Rio Piedras,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,pct_associate_professor,2016,2025,10,0.170984456,0.115436242,-0.055548214,-0.32487289,-0.006172024,-0.007662066,15.61141594,0.847972949,0.000155893,0.001147018
243221,University of Puerto Rico-Rio Piedras,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,pct_assistant_professor,2016,2025,10,0.097409326,0.10738255,0.009973224,0.102384692,0.001108136,0.003022206,-6.013995464,0.387121086,0.05474461,0.001344445
243221,University of Puerto Rico-Rio Piedras,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,pct_tenure_system,2016,2025,10,0.74611399,0.652348993,-0.093764996,-0.125671141,-0.010418333,-0.012107424,25.18415105,0.680834601,0.003293802,0.002930852
243221,University of Puerto Rico-Rio Piedras,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,pct_senior_faculty,2016,2025,10,0.648704663,0.544966443,-0.10373822,-0.159915947,-0.011526469,-0.01512963,31.19814651,0.644159241,0.005195675,0.003975709
243221,University of Puerto Rico-Rio Piedras,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,grads_per_tenure_system,2016,2025,10,4.078703704,4.705761317,0.627057613,0.153739438,0.069673068,0.055817164,-108.3675605,0.217600366,0.174137719,0.037420302
243221,University of Puerto Rico-Rio Piedras,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,ugrds_per_faculty,2016,2025,10,12.98307427,10.74854586,-2.234528405,-0.172110885,-0.248280934,-0.263908536,545.6111363,0.396885757,0.050910255,0.11502056
262086,University of Massachusetts Global,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,total_faculty,2016,2025,10,76,73,-3,-0.039473684,-0.333333333,-0.345454545,784.2909091,0.011186745,0.771204696,1.148288941
262086,University of Massachusetts Global,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,pct_tenured,2016,2025,10,0,0,0,,0,0,0,0,1,0
262086,University of Massachusetts Global,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,pct_t_track,2016,2025,10,0,0,0,,0,0,0,0,1,0
262086,University of Massachusetts Global,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,pct_non_tenure,2016,2025,10,1,1,0,0,0,0,1,0,1,0
262086,University of Massachusetts Global,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,pct_professor,2016,2025,10,0,0,0,,0,0,0,0,1,0
262086,University of Massachusetts Global,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,pct_associate_professor,2016,2025,10,0,0,0,,0,0,0,0,1,0
262086,University of Massachusetts Global,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,pct_assistant_professor,2016,2025,10,0,0,0,,0,0,0,0,1,0
262086,University of Massachusetts Global,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,pct_tenure_system,2016,2025,10,0,0,0,,0,0,0,0,1,0
262086,University of Massachusetts Global,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,pct_senior_faculty,2016,2025,10,0,0,0,,0,0,0,0,1,0
262086,University of Massachusetts Global,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,ugrds_per_faculty,2016,2025,10,25.53508772,45.89497717,20.35988945,0.79732992,2.262209939,2.02597845,-4061.457962,0.598024983,0.00869622,0.587259019
484905,University of North Texas at Dallas,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,total_faculty,2016,2025,10,86,93,7,0.081395349,0.777777778,0.060606061,-21.65454545,0.000354173,0.958846963,1.138378013
484905,University of North Texas at Dallas,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,pct_tenured,2016,2025,10,0.162790698,0.172043011,0.009252313,0.056835637,0.001028035,-0.001010324,2.231426829,0.009574367,0.78799357,0.003633052
484905,University of North Texas at Dallas,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,pct_t_track,2016,2025,10,0.348837209,0.268817204,-0.080020005,-0.229390681,-0.008891112,-0.012064322,24.69110318,0.523734727,0.017979696,0.004067492
484905,University of North Texas at Dallas,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,pct_non_tenure,2016,2025,10,0.488372093,0.559139785,0.070767692,0.144905274,0.007863077,0.013074646,-25.92253001,0.609082117,0.007725993,0.003703308
484905,University of North Texas at Dallas,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,pct_professor,2016,2025,10,0.093023256,0.053763441,-0.039259815,-0.422043011,-0.004362202,-0.006074489,12.3382848,0.706662004,0.002317478,0.001383704
484905,University of North Texas at Dallas,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,pct_associate_professor,2016,2025,10,0.093023256,0.139784946,0.04676169,0.502688172,0.005195743,0.005059891,-10.0725688,0.177055987,0.225932373,0.00385679
484905,University of North Texas at Dallas,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,pct_assistant_professor,2016,2025,10,0.325581395,0.247311828,-0.078269567,-0.240399386,-0.008696619,-0.012060048,24.65681402,0.503333143,0.021566915,0.004235541
484905,University of North Texas at Dallas,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,pct_tenure_system,2016,2025,10,0.511627907,0.440860215,-0.070767692,-0.138318671,-0.007863077,-0.013074646,26.92253001,0.609082117,0.007725993,0.003703308
484905,University of North Texas at Dallas,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,pct_senior_faculty,2016,2025,10,0.186046512,0.193548387,0.007501875,0.040322581,0.000833542,-0.001014598,2.265715994,0.008335081,0.801944846,0.0039127
484905,University of North Texas at Dallas,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,grads_per_tenure_system,2016,2025,10,12.56818182,14.74796748,2.179785661,0.173436834,0.242198407,0.278521832,-552.0254453,0.168086391,0.239313071,0.219072108
484905,University of North Texas at Dallas,"Public, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,No,No,ugrds_per_faculty,2016,2025,10,19.39147287,23.8172043,4.425731433,0.228230803,0.491747937,0.332705991,-650.0340564,0.402433135,0.04883356,0.143338223
120883,University of the Pacific,"Private not-for-profit, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,Yes,No,total_faculty,2016,2025,10,441,499,58,0.131519274,6.444444444,5.442424242,-10558.41818,0.291257269,0.107368266,3.001603489
120883,University of the Pacific,"Private not-for-profit, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,Yes,No,pct_tenured,2016,2025,10,0.600907029,0.462925852,-0.137981178,-0.229621507,-0.015331242,-0.014197368,29.23322389,0.913723987,1.57031E-05,0.001542412
120883,University of the Pacific,"Private not-for-profit, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,Yes,No,pct_t_track,2016,2025,10,0.156462585,0.140280561,-0.016182024,-0.10342424,-0.001798003,-0.003218,6.637055727,0.344126899,0.074649952,0.001570694
120883,University of the Pacific,"Private not-for-profit, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,Yes,No,pct_non_tenure,2016,2025,10,0.242630385,0.396793587,0.154163202,0.635382915,0.017129245,0.017415368,-34.87027961,0.991100291,1.72152E-09,0.000583468
120883,University of the Pacific,"Private not-for-profit, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,Yes,No,pct_professor,2016,2025,10,0.297052154,0.286573146,-0.010479008,-0.03527666,-0.001164334,-0.001528635,3.394185959,0.143281914,0.280763998,0.001321545
120883,University of the Pacific,"Private not-for-profit, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,Yes,No,pct_associate_professor,2016,2025,10,0.308390023,0.196392786,-0.111997237,-0.363167511,-0.012444137,-0.010593693,21.65026814,0.933290656,5.5659E-06,0.001001353
120883,University of the Pacific,"Private not-for-profit, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,Yes,No,pct_assistant_professor,2016,2025,10,0.151927438,0.120240481,-0.031686957,-0.208566387,-0.003520773,-0.00529304,10.82582551,0.69801874,0.002615052,0.001230883
120883,University of the Pacific,"Private not-for-profit, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,Yes,No,pct_tenure_system,2016,2025,10,0.757369615,0.603206413,-0.154163202,-0.203550814,-0.017129245,-0.017415368,35.87027961,0.991100291,1.72152E-09,0.000583468
120883,University of the Pacific,"Private not-for-profit, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,Yes,No,pct_senior_faculty,2016,2025,10,0.605442177,0.482965932,-0.122476245,-0.202292225,-0.013608472,-0.012122328,25.0444541,0.925994332,8.45662E-06,0.001211628
120883,University of the Pacific,"Private not-for-profit, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,Yes,No,grads_per_tenure_system,2016,2025,10,6.551896208,10.40642303,3.854526827,0.588307065,0.428280759,0.475779017,-952.7114476,0.931801508,6.08362E-06,0.045507814
120883,University of the Pacific,"Private not-for-profit, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,Yes,No,ugrds_per_faculty,2016,2025,10,7.746787604,6.042084168,-1.704703436,-0.220052946,-0.189411493,-0.204666389,421.2053756,0.552886357,0.013696457,0.065071761
130794,Yale University,"Private not-for-profit, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,Yes,No,total_faculty,2016,2025,10,2795,3022,227,0.081216458,25.22222222,21.66060606,-40933.25455,0.344042228,0.074694503,10.57444726
130794,Yale University,"Private not-for-profit, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,Yes,No,pct_tenured,2016,2025,10,0.364937388,0.415618795,0.050681407,0.138876994,0.005631267,0.00568439,-11.09265928,0.855083274,0.000128293,0.000827359
130794,Yale University,"Private not-for-profit, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,Yes,No,pct_t_track,2016,2025,10,0.373166369,0.377564527,0.004398158,0.011786052,0.000488684,0.000216162,-0.047847229,0.003593836,0.869332677,0.001272546
130794,Yale University,"Private not-for-profit, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,Yes,No,pct_non_tenure,2016,2025,10,0.261896243,0.206816678,-0.055079566,-0.210310636,-0.006119952,-0.005900552,12.14050651,0.542494006,0.015117995,0.001915793
130794,Yale University,"Private not-for-profit, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,Yes,No,pct_professor,2016,2025,10,0.333094812,0.36730642,0.034211607,0.102708317,0.00380129,0.003527283,-6.778353107,0.798379552,0.000493668,0.000626697
130794,Yale University,"Private not-for-profit, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,Yes,No,pct_associate_professor,2016,2025,10,0.146332737,0.178358703,0.032025966,0.21885715,0.003558441,0.003637316,-7.165459285,0.333026719,0.080688503,0.001819913
130794,Yale University,"Private not-for-profit, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,Yes,No,pct_assistant_professor,2016,2025,10,0.258676208,0.2475182,-0.011158008,-0.043135036,-0.001239779,-0.001264047,2.803305883,0.149114519,0.27037862,0.001067564
130794,Yale University,"Private not-for-profit, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,Yes,No,pct_tenure_system,2016,2025,10,0.738103757,0.793183322,0.055079566,0.074623066,0.006119952,0.005900552,-11.14050651,0.542494006,0.015117995,0.001915793
130794,Yale University,"Private not-for-profit, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,Yes,No,pct_senior_faculty,2016,2025,10,0.479427549,0.545665122,0.066237573,0.138159714,0.00735973,0.007164598,-13.94381239,0.589154256,0.009541695,0.002115299
130794,Yale University,"Private not-for-profit, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,Yes,No,grads_per_tenure_system,2016,2025,10,3.350783648,3.652343207,0.301559558,0.089996726,0.033506618,0.033533815,-64.26022404,0.68643709,0.003059114,0.008013088
130794,Yale University,"Private not-for-profit, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,Yes,No,ugrds_per_faculty,2016,2025,10,1.95706619,2.198654313,0.241588123,0.123444023,0.026843125,0.037633979,-73.87569383,0.285154715,0.11185226,0.021066913
140447,Mercer University,"Private not-for-profit, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,Yes,No,total_faculty,2016,2025,10,431,473,42,0.097447796,4.666666667,6.727272727,-13138.65455,0.845938998,0.000164559,1.015011297
140447,Mercer University,"Private not-for-profit, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,Yes,No,pct_tenured,2016,2025,10,0.510440835,0.422832981,-0.087607854,-0.171631751,-0.009734206,-0.01287174,26.46832246,0.919029244,1.21547E-05,0.001350802
140447,Mercer University,"Private not-for-profit, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,Yes,No,pct_t_track,2016,2025,10,0.20649652,0.234672304,0.028175785,0.136446778,0.003130643,0.005082433,-10.04480212,0.642094695,0.005323654,0.001341563
140447,Mercer University,"Private not-for-profit, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,Yes,No,pct_non_tenure,2016,2025,10,0.283062645,0.342494715,0.05943207,0.209960836,0.006603563,0.007789307,-15.42352034,0.897242845,3.18264E-05,0.000931976
140447,Mercer University,"Private not-for-profit, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,Yes,No,pct_professor,2016,2025,10,0.266821346,0.253699789,-0.013121557,-0.049177314,-0.001457951,-0.003167659,6.659438016,0.669523688,0.003809987,0.000786829
140447,Mercer University,"Private not-for-profit, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,Yes,No,pct_associate_professor,2016,2025,10,0.283062645,0.202959831,-0.080102814,-0.282986171,-0.008900313,-0.008742687,17.89285981,0.79874686,0.000489994,0.001551553
140447,Mercer University,"Private not-for-profit, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,Yes,No,pct_assistant_professor,2016,2025,10,0.167053364,0.200845666,0.033792302,0.202284473,0.0037547,0.004121039,-8.128777494,0.575587935,0.010958516,0.001251122
140447,Mercer University,"Private not-for-profit, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,Yes,No,pct_tenure_system,2016,2025,10,0.716937355,0.657505285,-0.05943207,-0.082897159,-0.006603563,-0.007789307,16.42352034,0.897242845,3.18264E-05,0.000931976
140447,Mercer University,"Private not-for-profit, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,Yes,No,pct_senior_faculty,2016,2025,10,0.549883991,0.456659619,-0.093224371,-0.169534616,-0.010358263,-0.011910346,24.55229783,0.87679026,6.63822E-05,0.001578534
140447,Mercer University,"Private not-for-profit, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,Yes,No,grads_per_tenure_system,2016,2025,10,10.201726,11.15326902,0.951543027,0.093272749,0.105727003,0.110835341,-213.2774139,0.530320466,0.016929801,0.036877791
140447,Mercer University,"Private not-for-profit, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,Yes,No,ugrds_per_faculty,2016,2025,10,9.880897138,9.136715997,-0.744181141,-0.075315139,-0.082686793,-0.146337139,305.3426564,0.73463927,0.001529303,0.031095019
146719,Loyola University Chicago,"Private not-for-profit, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,Yes,No,total_faculty,2016,2025,10,898,957,59,0.065701559,6.555555556,5.993939394,-11171.25455,0.621579748,0.006733771,1.653507278
146719,Loyola University Chicago,"Private not-for-profit, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,Yes,No,pct_tenured,2016,2025,10,0.4922049,0.390804598,-0.101400302,-0.206012378,-0.0112667,-0.013860441,28.429702,0.893830498,3.63236E-05,0.001688902
146719,Loyola University Chicago,"Private not-for-profit, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,Yes,No,pct_t_track,2016,2025,10,0.152561247,0.192267503,0.039706255,0.26026436,0.004411806,0.005535033,-11.01434388,0.90009431,2.84026E-05,0.000651968
146719,Loyola University Chicago,"Private not-for-profit, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,Yes,No,pct_non_tenure,2016,2025,10,0.355233853,0.4169279,0.061694047,0.173671642,0.006854894,0.008325408,-16.41535812,0.79288877,0.000551147,0.001504375
146719,Loyola University Chicago,"Private not-for-profit, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,Yes,No,pct_professor,2016,2025,10,0.266146993,0.199582027,-0.066564966,-0.250106023,-0.007396107,-0.008184667,16.75447417,0.836980939,0.000207159,0.001277078
146719,Loyola University Chicago,"Private not-for-profit, 4-year or above",Mixed Undergraduate/Graduate-Doctorate Medium,Yes,No,pct_associate_professor,2016,2025,10,0.226057906,0.198537095,-0.027520811,-0.121742308,-0.003057868,-0.004592598,9.492380104,0.768804133,0.000866014,0.000890421
